2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.28,41.52,15.9,-13.27,28.56,-0.7
-2.72,10.1,41.0,15.9,-13.27,28.56,-0.7
-0.26,5.8,36.08,11.77,-8.43,33.13,-5.8
1.31,-2.02,28.25,2.81,0.0,41.13,-15.29
1.05,-5.71,18.15,-10.1,11.16,46.49,-29.26
0.96,-4.21,9.36,-23.64,19.77,47.98,-43.5
1.14,-4.48,7.859999999999999,-34.89,23.46,47.98,-53.08
0.43,-12.91,-13.57,-65.65,7.55,83.32,-59.76
0.43,-12.91,-13.92,-60.29,5.71,81.82,-59.76
0.08,-12.91,-14.01,-50.53,4.57,74.35,-59.76
-0.79,-12.91,-14.01,-37.17,2.98,62.84,-59.94
-1.05,-12.83,-14.01,-23.64,2.98,48.69,-60.11
-1.05,-12.83,-14.01,-13.35,2.63,35.5,-60.11
-1.14,-12.74,-14.01,-6.67,1.49,26.27,-60.11
-1.05,-12.48,-14.01,-3.6,0.7,21.0,-60.11
-1.14,-11.95,-13.92,-0.35,-2.81,20.03,-60.11
-1.05,-10.54,-12.61,1.84,-3.07,22.58,-60.11
-1.75,-8.34,-11.2,2.19,-2.46,26.89,-60.11
-2.9,-6.67,-11.2,2.46,-2.46,32.25,-60.11
-5.18,-5.0,-11.2,2.46,-3.86,39.9,-60.11
-7.73,-3.69,-11.2,1.93,-4.83,48.77,-60.11
-9.75,6.41,-1.71,-4.92,2.37,51.67,-60.11
-9.66,8.7,0.40000000000000036,-9.05,4.13,48.69,-60.11
-9.75,11.07,2.34,-11.95,5.09,44.56,-60.11
-9.75,13.35,3.92,-13.71,5.09,41.39,-60.11
-9.75,15.29,5.49,-14.94,5.09,39.46,-60.29
-9.75,16.61,8.04,-17.05,5.18,39.02,-60.46
-9.75,17.57,10.5,-17.57,5.36,36.82,-61.52
-9.75,18.01,12.43,-18.19,5.36,35.68,-63.54
-9.75,19.33,15.07,-20.03,5.36,32.95,-63.89
-9.58,20.3,15.77,-20.03,5.36,29.53,-64.42
-8.96,21.0,15.77,-20.21,5.36,29.17,-65.03
-8.78,21.0,15.77,-20.65,5.36,29.88,-65.39
-8.7,21.0,15.77,-20.65,5.27,29.88,-65.47
-8.7,21.0,15.77,-22.06,5.0,29.7,-65.47
-8.78,21.0,15.77,-23.11,4.65,29.17,-65.47
-8.87,21.09,15.77,-23.2,3.77,28.74,-65.47
-8.87,22.06,16.39,-23.29,2.72,28.74,-65.47
-8.78,22.67,17.79,-23.29,2.72,28.74,-65.47
-8.78,23.73,19.38,-23.29,3.16,29.09,-65.47
-8.7,24.16,20.69,-23.29,3.33,29.35,-65.47
-8.61,24.69,22.1,-23.29,3.33,29.44,-65.47
-8.61,25.57,22.72,-23.46,3.69,29.79,-65.47
-8.7,26.45,23.95,-24.08,4.83,29.79,-65.47
-8.61,27.07,24.12,-24.34,4.92,30.23,-65.47
-8.61,27.33,24.12,-24.34,4.92,30.41,-65.47
-8.61,27.33,24.12,-24.34,4.92,30.41,-65.47
-7.03,30.49,28.340000000000003,-28.21,6.76,30.41,-65.3
-7.03,30.49,28.340000000000003,-28.91,6.76,31.11,-65.3
-7.11,30.49,28.340000000000003,-29.0,6.76,31.37,-65.3
-7.11,30.49,28.340000000000003,-29.35,6.76,32.6,-65.3
-7.2,30.49,28.340000000000003,-30.05,6.76,33.66,-65.3
-7.2,30.49,29.92,-30.23,7.99,33.66,-65.3
